description	bettype	bet_kumiban	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt
0046	3T	153	154	8	15400	20470	5070	0.05	1.33	27	36	9
0046	3T	154	160	4	16000	10000	-6000	0.03	0.63	28	17	-11
0046	3T	156	1198	14	119800	43760	-76040	0.01	0.37	212	77	-135
0046	3T	162	59	5	5900	12690	6790	0.08	2.15	10	22	12
0027	1T	1	61543	36758	6154300	5667580	-486720	0.60	0.92	10892	10031	-861
0027	1T	2	9056	3269	905600	805270	-100330	0.36	0.89	1602	1425	-177
0027	2F	12	29696	10207	2969600	2489040	-480560	0.34	0.84	5255	4405	-850
0027	2F	13	15445	4880	1544500	1239480	-305020	0.32	0.80	2733	2193	-540
0027	2F	14	9733	2745	973300	756770	-216530	0.28	0.78	1722	1339	-383
0027	2F	15	3262	728	326200	276360	-49840	0.22	0.85	577	489	-88
0027	2F	16	2013	393	201300	183400	-17900	0.20	0.91	356	324	-32
0027	2F	23	1038	245	103800	96440	-7360	0.24	0.93	183	170	-13
0027	2F	24	529	97	52900	34540	-18360	0.18	0.65	93	61	-32
0027	2F	25	519	75	51900	35170	-16730	0.14	0.68	91	62	-29
0027	2F	26	519	91	51900	47690	-4210	0.18	0.92	91	84	-7
0027	2T	12	28975	7722	2897500	2357940	-539560	0.27	0.81	5128	4173	-955
0027	2T	13	15445	3587	1544500	1196760	-347740	0.23	0.77	2733	2118	-615
0027	2T	14	9733	2013	973300	762310	-210990	0.21	0.78	1722	1349	-373
0027	2T	15	3262	523	326200	281880	-44320	0.16	0.86	577	498	-79
0027	2T	16	2013	283	201300	191830	-9470	0.14	0.95	356	339	-17
0027	2T	21	721	73	72100	61270	-10830	0.10	0.85	127	108	-19
0027	2T	23	1038	142	103800	87560	-16240	0.14	0.84	183	154	-29
0027	2T	24	529	55	52900	31600	-21300	0.10	0.60	93	55	-38
0027	2T	25	519	52	51900	39180	-12720	0.10	0.75	91	69	-22
0027	2T	26	519	51	51900	42410	-9490	0.10	0.82	91	75	-16
0027	3F	123	5736	1625	573600	457340	-116260	0.28	0.80	1015	809	-206
0027	3F	124	11236	2433	1123600	835610	-287990	0.22	0.74	1988	1478	-510
0027	3F	125	5343	998	534300	442400	-91900	0.19	0.83	945	783	-162
0027	3F	126	6155	855	615500	507280	-108220	0.14	0.82	1089	897	-192
0027	3F	134	4076	960	407600	328140	-79460	0.24	0.81	721	580	-141
0027	3F	135	3734	683	373400	267700	-105700	0.18	0.72	660	473	-187
0027	3F	136	4197	592	419700	311910	-107790	0.14	0.74	742	552	-190
0027	3F	145	1993	340	199300	143520	-55780	0.17	0.72	352	254	-98
0027	3F	146	1615	218	161500	110690	-50810	0.13	0.69	285	195	-90
0027	3F	156	638	98	63800	54650	-9150	0.15	0.86	112	96	-16
0027	3F	234	171	38	17100	15760	-1340	0.22	0.92	30	27	-3
0027	3F	235	288	58	28800	25480	-3320	0.20	0.88	50	45	-5
0027	3F	236	382	52	38200	28610	-9590	0.14	0.75	67	50	-17
0027	3F	245	158	17	15800	6980	-8820	0.11	0.44	27	12	-15
0027	3F	246	106	6	10600	2380	-8220	0.06	0.22	18	4	-14
0027	3F	256	125	11	12500	7720	-4780	0.09	0.62	22	13	-9
0027	3T	123	5650	733	565000	463060	-101940	0.13	0.82	1000	819	-181
0027	3T	124	11127	1064	1112700	835230	-277470	0.10	0.75	1969	1478	-491
0027	3T	125	5074	418	507400	416550	-90850	0.08	0.82	898	737	-161
0027	3T	126	5786	375	578600	535060	-43540	0.06	0.92	1024	947	-77
0027	3T	132	78	7	7800	6670	-1130	0.09	0.86	13	11	-2
0027	3T	134	3982	408	398200	322500	-75700	0.10	0.81	704	570	-134
0027	3T	135	3696	294	369600	270850	-98750	0.08	0.73	654	479	-175
0027	3T	136	4195	280	419500	343730	-75770	0.07	0.82	742	608	-134
0027	3T	142	20	1	2000	1800	-200	0.05	0.90	3	3	0
0027	3T	143	94	5	9400	7680	-1720	0.05	0.82	16	13	-3
0027	3T	145	1970	115	197000	132780	-64220	0.06	0.67	348	235	-113
0027	3T	146	1580	94	158000	114260	-43740	0.06	0.72	279	202	-77
0027	3T	152	12	2	1200	3420	2220	0.17	2.85	2	6	4
0027	3T	153	38	2	3800	4730	930	0.05	1.24	6	8	2
0027	3T	154	23	2	2300	4160	1860	0.09	1.81	4	7	3
0027	3T	156	629	35	62900	50400	-12500	0.06	0.80	111	89	-22
0027	3T	162	2	0	200	0	-200	0.00	0.00	0	0	0
0027	3T	163	2	0	200	0	-200	0.00	0.00	0	0	0
0027	3T	164	35	1	3500	710	-2790	0.03	0.20	6	1	-5
0027	3T	165	9	1	900	4790	3890	0.11	5.32	1	8	7
0027	3T	213	8	2	800	4300	3500	0.25	5.38	1	7	6
0027	3T	214	89	6	8900	10320	1420	0.07	1.16	15	18	3
0027	3T	215	257	8	25700	13520	-12180	0.03	0.53	45	23	-22
0027	3T	216	367	9	36700	31110	-5590	0.02	0.85	64	55	-9
0027	3T	234	171	9	17100	10070	-7030	0.05	0.59	30	17	-13
0027	3T	235	286	23	28600	29890	1290	0.08	1.05	50	52	2
0027	3T	236	382	16	38200	31010	-7190	0.04	0.81	67	54	-13
0027	3T	245	156	5	15600	7620	-7980	0.03	0.49	27	13	-14
0027	3T	246	106	4	10600	4600	-6000	0.04	0.43	18	8	-10
0027	3T	253	2	0	200	0	-200	0.00	0.00	0	0	0
0027	3T	254	2	0	200	0	-200	0.00	0.00	0	0	0
0027	3T	256	125	0	12500	0	-12500	0.00	0.00	22	0	-22
0046	3T	163	70	3	7000	6190	-810	0.04	0.88	12	10	-2
0046	3T	164	53	3	5300	5140	-160	0.06	0.97	9	9	0
0046	3T	165	24	1	2400	3880	1480	0.04	1.62	4	6	2
0046	3T	213	18	1	1800	830	-970	0.06	0.46	3	1	-2
0046	3T	214	62	0	6200	0	-6200	0.00	0.00	10	0	-10
0046	3T	215	120	1	12000	1330	-10670	0.01	0.11	21	2	-19
0046	3T	216	256	4	25600	8520	-17080	0.02	0.33	45	15	-30
0046	3T	231	340	12	34000	20660	-13340	0.04	0.61	60	36	-24
0046	3T	234	96	1	9600	8690	-910	0.01	0.91	16	15	-1
0046	3T	235	102	2	10200	4020	-6180	0.02	0.39	18	7	-11
0046	3T	236	130	2	13000	2980	-10020	0.02	0.23	23	5	-18
0046	3T	241	674	24	67400	45740	-21660	0.04	0.68	119	80	-39
0046	3T	243	1	0	100	0	-100	0.00	0.00	0	0	0
0046	3T	245	219	3	21900	4440	-17460	0.01	0.20	38	7	-31
0046	3T	246	262	8	26200	43760	17560	0.03	1.67	46	77	31
0046	3T	251	648	17	64800	57330	-7470	0.03	0.88	114	101	-13
0046	3T	253	11	0	1100	0	-1100	0.00	0.00	1	0	-1
0046	3T	254	27	0	2700	0	-2700	0.00	0.00	4	0	-4
0046	3T	256	388	6	38800	9730	-29070	0.02	0.25	68	17	-51
0046	3T	261	379	5	37900	35250	-2650	0.01	0.93	67	62	-5
0046	3T	263	3	0	300	0	-300	0.00	0.00	0	0	0
0046	3T	264	20	0	2000	0	-2000	0.00	0.00	3	0	-3
0046	3T	265	26	0	2600	0	-2600	0.00	0.00	4	0	-4
0014	1T	1	61342	35794	6134200	5717240	-416960	0.58	0.93	10856	10119	-737
0014	1T	2	7227	2249	722700	692150	-30550	0.31	0.96	1279	1225	-54
0014	2F	12	25962	7881	2596200	2250660	-345540	0.30	0.87	4595	3983	-612
0014	2F	13	14548	3700	1454800	1240000	-214800	0.25	0.85	2574	2194	-380
0014	2F	14	9265	1880	926500	737420	-189080	0.20	0.80	1639	1305	-334
0014	2F	15	3758	541	375800	329350	-46450	0.14	0.88	665	582	-83
0014	2F	16	1888	244	188800	149680	-39120	0.13	0.79	334	264	-70
0014	2F	23	1299	169	129900	123380	-6520	0.13	0.95	229	218	-11
0014	2F	24	844	87	84400	64270	-20130	0.10	0.76	149	113	-36
0014	2F	25	591	59	59100	30640	-28460	0.10	0.52	104	54	-50
0014	2F	26	442	44	44200	39100	-5100	0.10	0.88	78	69	-9
0014	2T	12	23560	5503	2356000	1988800	-367200	0.23	0.84	4169	3520	-649
0014	2T	13	14548	2849	1454800	1222660	-232140	0.20	0.84	2574	2164	-410
0014	2T	14	9265	1441	926500	734920	-191580	0.16	0.79	1639	1300	-339
0014	2T	15	3758	416	375800	356230	-19570	0.11	0.95	665	630	-35
0014	2T	16	1888	181	188800	156460	-32340	0.10	0.83	334	276	-58
0014	2T	21	2402	322	240200	233650	-6550	0.13	0.97	425	413	-12
0014	2T	23	1299	94	129900	97630	-32270	0.07	0.75	229	172	-57
0014	2T	24	844	52	84400	61980	-22420	0.06	0.73	149	109	-40
0014	2T	25	591	38	59100	32910	-26190	0.06	0.56	104	58	-46
0014	2T	26	442	32	44200	47870	3670	0.07	1.08	78	84	6
0014	3F	123	11316	2399	1131600	972900	-158700	0.21	0.86	2002	1721	-281
0014	3F	124	8998	1569	899800	699070	-200730	0.17	0.78	1592	1237	-355
0014	3F	125	5348	683	534800	446790	-88010	0.13	0.84	946	790	-156
0014	3F	126	3746	360	374600	298390	-76210	0.10	0.80	663	528	-135
0014	3F	134	5806	899	580600	473210	-107390	0.15	0.82	1027	837	-190
0014	3F	135	3473	387	347300	274950	-72350	0.11	0.79	614	486	-128
0014	3F	136	2320	240	232000	203820	-28180	0.10	0.88	410	360	-50
0014	3F	145	2169	231	216900	187470	-29430	0.11	0.86	383	331	-52
0014	3F	146	1402	106	140200	89810	-50390	0.08	0.64	248	158	-90
0014	3F	156	706	60	70600	71900	1300	0.08	1.02	124	127	3
0014	3F	234	470	35	47000	32530	-14470	0.07	0.69	83	57	-26
0014	3F	235	376	44	37600	51870	14270	0.12	1.38	66	91	25
0014	3F	236	311	25	31100	27280	-3820	0.08	0.88	55	48	-7
0014	3F	245	233	20	23300	9840	-13460	0.09	0.42	41	17	-24
0014	3F	246	212	14	21200	15980	-5220	0.07	0.75	37	28	-9
0014	3F	256	143	6	14300	5270	-9030	0.04	0.37	25	9	-16
0014	3T	123	6882	654	688200	593550	-94650	0.10	0.86	1218	1050	-168
0014	3T	124	5987	479	598700	518110	-80590	0.08	0.87	1059	917	-142
0014	3T	125	3932	249	393200	375150	-18050	0.06	0.95	695	663	-32
0014	3T	126	2860	112	286000	233930	-52070	0.04	0.82	506	414	-92
0014	3T	132	3649	259	364900	328890	-36010	0.07	0.90	645	582	-63
0014	3T	134	3544	247	354400	307300	-47100	0.07	0.87	627	543	-84
0014	3T	135	2557	133	255700	216080	-39620	0.05	0.85	452	382	-70
0014	3T	136	1888	79	188800	133950	-54850	0.04	0.71	334	237	-97
0014	3T	142	2363	124	236300	173090	-63210	0.05	0.73	418	306	-112
0014	3T	143	2262	117	226200	203960	-22240	0.05	0.90	400	360	-40
0014	3T	145	1500	58	150000	105540	-44460	0.04	0.70	265	186	-79
0014	3T	146	1079	42	107900	70920	-36980	0.04	0.66	190	125	-65
0014	3T	152	925	31	92500	62760	-29740	0.03	0.68	163	111	-52
0014	3T	153	916	36	91600	91650	50	0.04	1.00	162	162	0
0014	3T	154	669	12	66900	27380	-39520	0.02	0.41	118	48	-70
0014	3T	156	492	23	49200	68090	18890	0.05	1.38	87	120	33
0014	3T	162	411	10	41100	26200	-14900	0.02	0.64	72	46	-26
0014	3T	163	432	16	43200	45000	1800	0.04	1.04	76	79	3
0014	3T	164	323	6	32300	15930	-16370	0.02	0.49	57	28	-29
0014	3T	165	214	2	21400	3420	-17980	0.01	0.16	37	6	-31
0014	3T	213	601	36	60100	70760	10660	0.06	1.18	106	125	19
0014	3T	214	537	23	53700	45810	-7890	0.04	0.85	95	81	-14
0014	3T	215	410	12	41000	17150	-23850	0.03	0.42	72	30	-42
0014	3T	216	398	6	39800	13870	-25930	0.02	0.35	70	24	-46
0014	3T	231	184	3	18400	7200	-11200	0.02	0.39	32	12	-20
0014	3T	234	287	4	28700	10540	-18160	0.01	0.37	50	18	-32
0014	3T	235	238	10	23800	69860	46060	0.04	2.94	42	123	81
0014	3T	236	220	2	22000	16020	-5980	0.01	0.73	38	28	-10
0014	3T	241	111	3	11100	11570	470	0.03	1.04	19	20	1
0014	3T	243	183	3	18300	4670	-13630	0.02	0.26	32	8	-24
0014	3T	245	135	0	13500	0	-13500	0.00	0.00	23	0	-23
0014	3T	246	139	3	13900	3890	-10010	0.02	0.28	24	6	-18
0014	3T	251	81	1	8100	2380	-5720	0.01	0.29	14	4	-10
0014	3T	253	138	4	13800	8040	-5760	0.03	0.58	24	14	-10
0014	3T	254	98	1	9800	2690	-7110	0.01	0.27	17	4	-13
0014	3T	256	90	2	9000	2760	-6240	0.02	0.31	15	4	-11
0014	3T	261	77	3	7700	11320	3620	0.04	1.47	13	20	7
0014	3T	263	91	1	9100	5270	-3830	0.01	0.58	16	9	-7
0014	3T	264	73	1	7300	2820	-4480	0.01	0.39	12	4	-8
0014	3T	265	53	1	5300	8860	3560	0.02	1.67	9	15	6
0016	3T	253	1	1	100	1720	1620	1.00	17.20	0	3	3
0016	3T	254	2	0	200	0	-200	0.00	0.00	0	0	0
0016	3T	256	47	1	4700	1140	-3560	0.02	0.24	8	2	-6
0016	3T	263	2	0	200	0	-200	0.00	0.00	0	0	0
0016	3T	264	1	0	100	0	-100	0.00	0.00	0	0	0
0016	3T	265	1	0	100	0	-100	0.00	0.00	0	0	0
0028	1T	1	68540	38772	6854000	6270410	-583590	0.57	0.91	12130	11098	-1032
0028	1T	2	4916	1881	491600	449990	-41610	0.38	0.92	870	796	-74
0028	2F	12	42506	13371	4250600	3633660	-616940	0.31	0.85	7523	6431	-1092
0028	2F	13	15455	4791	1545500	1249670	-295830	0.31	0.81	2735	2211	-524
0028	2F	14	7266	2020	726600	572600	-154000	0.28	0.79	1286	1013	-273
0028	2F	15	1268	303	126800	114910	-11890	0.24	0.91	224	203	-21
0028	2F	16	1105	218	110500	103400	-7100	0.20	0.94	195	183	-12
0028	2F	23	390	86	39000	30770	-8230	0.22	0.79	69	54	-15
0028	2F	24	202	32	20200	13000	-7200	0.16	0.64	35	23	-12
0028	2F	25	151	27	15100	11910	-3190	0.18	0.79	26	21	-5
0028	2F	26	205	27	20500	11930	-8570	0.13	0.58	36	21	-15
0028	2T	12	42375	9898	4237500	3464560	-772940	0.23	0.82	7500	6131	-1369
0028	2T	13	15455	3432	1545500	1214220	-331280	0.22	0.79	2735	2149	-586
0028	2T	14	7266	1458	726600	577010	-149590	0.20	0.79	1286	1021	-265
0019	1T	1	62357	36244	6235700	5783470	-452230	0.58	0.93	11036	10236	-800
0019	1T	2	7524	2419	752400	727380	-25020	0.32	0.97	1331	1287	-44
0019	2F	12	24686	7520	2468600	2155840	-312760	0.30	0.87	4369	3815	-554
0019	2F	13	15614	3881	1561400	1316050	-245350	0.25	0.84	2763	2329	-434
0019	2F	14	9449	2005	944900	759400	-185500	0.21	0.80	1672	1344	-328
0019	2F	15	3939	538	393900	309450	-84450	0.14	0.79	697	547	-150
0019	2F	16	1975	254	197500	177810	-19690	0.13	0.90	349	314	-35
0019	2F	23	1508	201	150800	123720	-27080	0.13	0.82	266	218	-48
0019	2F	24	881	120	88100	67390	-20710	0.14	0.76	155	119	-36
0019	2F	25	554	60	55400	41320	-14080	0.11	0.75	98	73	-25
0019	2F	26	352	32	35200	24240	-10960	0.09	0.69	62	42	-20
0019	2T	12	22158	5166	2215800	1872710	-343090	0.23	0.85	3921	3314	-607
0019	2T	13	15614	3003	1561400	1297250	-264150	0.19	0.83	2763	2296	-467
0019	2T	14	9449	1542	944900	771580	-173320	0.16	0.82	1672	1365	-307
0019	2T	15	3939	408	393900	311610	-82290	0.10	0.79	697	551	-146
0019	2T	16	1975	186	197500	178200	-19300	0.09	0.90	349	315	-34
0019	2T	21	2528	340	252800	238600	-14200	0.13	0.94	447	422	-25
0019	2T	23	1508	117	150800	115240	-35560	0.08	0.76	266	203	-63
0019	2T	24	881	76	88100	66410	-21690	0.09	0.75	155	117	-38
0019	2T	25	554	41	55400	49600	-5800	0.07	0.90	98	87	-11
0019	2T	26	352	26	35200	32780	-2420	0.07	0.93	62	58	-4
0019	3F	123	10734	2184	1073400	888620	-184780	0.20	0.83	1899	1572	-327
0019	3F	124	8641	1519	864100	670760	-193340	0.18	0.78	1529	1187	-342
0019	3F	125	5044	626	504400	399070	-105330	0.12	0.79	892	706	-186
0019	3F	126	3905	395	390500	333090	-57410	0.10	0.85	691	589	-102
0019	3F	134	6086	923	608600	471770	-136830	0.15	0.78	1077	834	-243
0019	3F	135	3642	383	364200	252240	-111960	0.11	0.69	644	446	-198
0019	3F	136	2721	280	272100	239540	-32560	0.10	0.88	481	423	-58
0019	3F	145	2341	192	234100	155060	-79040	0.08	0.66	414	274	-140
0019	3F	146	1573	120	157300	102420	-54880	0.08	0.65	278	181	-97
0019	3F	156	845	59	84500	67980	-16520	0.07	0.80	149	120	-29
0019	3F	234	521	67	52100	61510	9410	0.13	1.18	92	108	16
0019	3F	235	388	42	38800	41650	2850	0.11	1.07	68	73	5
0019	3F	236	359	26	35900	21650	-14250	0.07	0.60	63	38	-25
0019	3F	245	251	19	25100	16790	-8310	0.08	0.67	44	29	-15
0019	3F	246	174	15	17400	21750	4350	0.09	1.25	30	38	8
0019	3F	256	142	8	14200	10310	-3890	0.06	0.73	25	18	-7
0019	3T	123	6218	607	621800	568880	-52920	0.10	0.91	1100	1006	-94
0019	3T	124	5664	421	566400	431890	-134510	0.07	0.76	1002	764	-238
0019	3T	125	3650	202	365000	316450	-48550	0.06	0.87	646	560	-86
0019	3T	126	2946	109	294600	225210	-69390	0.04	0.76	521	398	-123
0019	3T	132	3714	278	371400	344780	-26620	0.07	0.93	657	610	-47
0019	3T	134	3760	250	376000	293510	-82490	0.07	0.78	665	519	-146
0019	3T	135	2723	134	272300	209200	-63100	0.05	0.77	481	370	-111
0019	3T	136	2264	108	226400	214570	-11830	0.05	0.95	400	379	-21
0019	3T	142	2300	145	230000	201300	-28700	0.06	0.88	407	356	-51
0019	3T	143	2326	105	232600	164490	-68110	0.05	0.71	411	291	-120
0019	3T	145	1588	49	158800	87450	-71350	0.03	0.55	281	154	-127
0019	3T	146	1195	48	119500	103360	-16140	0.04	0.86	211	182	-29
0019	3T	152	906	32	90600	78450	-12150	0.04	0.87	160	138	-22
0019	3T	153	919	20	91900	35150	-56750	0.02	0.38	162	62	-100
0019	3T	154	753	15	75300	46820	-28480	0.02	0.62	133	82	-51
0019	3T	156	604	18	60400	65350	4950	0.03	1.08	106	115	9
0019	3T	162	448	15	44800	33570	-11230	0.03	0.75	79	59	-20
0019	3T	163	457	10	45700	28940	-16760	0.02	0.63	80	51	-29
0019	3T	164	378	5	37800	11080	-26720	0.01	0.29	66	19	-47
0019	3T	165	241	1	24100	4020	-20080	0.00	0.17	42	7	-35
0007	1T	1	61063	35738	6106300	5679530	-426770	0.59	0.93	10807	10052	-755
0007	1T	2	7171	2268	717100	676620	-40480	0.32	0.94	1269	1197	-72
0007	2F	12	25223	7674	2522300	2182000	-340300	0.30	0.87	4464	3861	-603
0007	2F	13	15000	3733	1500000	1224290	-275710	0.25	0.82	2654	2166	-488
0007	2F	14	9051	1869	905100	713910	-191190	0.21	0.79	1601	1263	-338
0007	2F	15	3795	543	379500	305510	-73990	0.14	0.81	671	540	-131
0007	2F	16	2035	263	203500	177100	-26400	0.13	0.87	360	313	-47
0007	2F	23	1424	184	142400	108040	-34360	0.13	0.76	252	191	-61
0007	2F	24	878	108	87800	83800	-4000	0.12	0.95	155	148	-7
0007	2F	25	573	52	57300	44340	-12960	0.09	0.77	101	78	-23
0007	2F	26	404	36	40400	23860	-16540	0.09	0.59	71	42	-29
0007	2T	12	22967	5425	2296700	1930640	-366060	0.24	0.84	4064	3417	-647
0007	2T	13	15000	2897	1500000	1220150	-279850	0.19	0.81	2654	2159	-495
0007	2T	14	9051	1437	905100	716490	-188610	0.16	0.79	1601	1268	-333
0007	2T	15	3795	414	379500	303240	-76260	0.11	0.80	671	536	-135
0007	2T	16	2035	193	203500	199470	-4030	0.09	0.98	360	353	-7
0007	2T	21	2256	289	225600	212340	-13260	0.13	0.94	399	375	-24
0007	2T	23	1424	94	142400	96370	-46030	0.07	0.68	252	170	-82
0007	2T	24	878	67	87800	79450	-8350	0.08	0.90	155	140	-15
0007	2T	25	573	32	57300	38070	-19230	0.06	0.66	101	67	-34
0007	2T	26	404	25	40400	33720	-6680	0.06	0.83	71	59	-12
0007	3F	123	10762	2306	1076200	926300	-149900	0.21	0.86	1904	1639	-265
0007	3F	124	8756	1546	875600	679440	-196160	0.18	0.78	1549	1202	-347
0007	3F	125	5157	675	515700	408690	-107010	0.13	0.79	912	723	-189
0007	3F	126	4007	429	400700	370420	-30280	0.11	0.92	709	655	-54
0007	3F	134	5745	903	574500	487210	-87290	0.16	0.85	1016	862	-154
0007	3F	135	3477	381	347700	250650	-97050	0.11	0.72	615	443	-172
0007	3F	136	2630	253	263000	207040	-55960	0.10	0.79	465	366	-99
0007	3F	145	2339	211	233900	175280	-58620	0.09	0.75	413	310	-103
0007	3F	146	1528	112	152800	99700	-53100	0.07	0.65	270	176	-94
0007	3F	156	814	59	81400	67340	-14060	0.07	0.83	144	119	-25
0007	3F	234	528	44	52800	34680	-18120	0.08	0.66	93	61	-32
0007	3F	235	376	37	37600	24500	-13100	0.10	0.65	66	43	-23
0007	3F	236	319	34	31900	38040	6140	0.11	1.19	56	67	11
0007	3F	245	253	17	25300	29940	4640	0.07	1.18	44	52	8
0007	3F	246	213	15	21300	15020	-6280	0.07	0.71	37	26	-11
0007	3F	256	143	12	14300	16240	1940	0.08	1.14	25	28	3
0007	3T	123	6391	652	639100	607370	-31730	0.10	0.95	1131	1074	-57
0007	3T	124	5954	482	595400	519920	-75480	0.08	0.87	1053	920	-133
0007	3T	125	3852	237	385200	375370	-9830	0.06	0.97	681	664	-17
0007	3T	126	3060	147	306000	273210	-32790	0.05	0.89	541	483	-58
0007	3T	132	3640	255	364000	324740	-39260	0.07	0.89	644	574	-70
0007	3T	134	3630	257	363000	305550	-57450	0.07	0.84	642	540	-102
0007	3T	135	2622	129	262200	180910	-81290	0.05	0.69	464	320	-144
0007	3T	136	2180	84	218000	140480	-77520	0.04	0.64	385	248	-137
0007	3T	142	2178	124	217800	169320	-48480	0.06	0.78	385	299	-86
0007	3T	143	2115	92	211500	178310	-33190	0.04	0.84	374	315	-59
0007	3T	145	1603	63	160300	100470	-59830	0.04	0.63	283	177	-106
0007	3T	146	1191	32	119100	72190	-46910	0.03	0.61	210	127	-83
0007	3T	152	839	38	83900	79790	-4110	0.05	0.95	148	141	-7
0007	3T	153	855	35	85500	80930	-4570	0.04	0.95	151	143	-8
0007	3T	154	736	17	73600	44810	-28790	0.02	0.61	130	79	-51
0007	3T	156	571	10	57100	24900	-32200	0.02	0.44	101	44	-57
0007	3T	162	484	15	48400	36010	-12390	0.03	0.74	85	63	-22
0007	3T	163	450	16	45000	41530	-3470	0.04	0.92	79	73	-6
0007	3T	164	337	7	33700	26740	-6960	0.02	0.79	59	47	-12
0007	3T	165	243	3	24300	43550	19250	0.01	1.79	43	77	34
0007	3T	213	541	21	54100	40030	-14070	0.04	0.74	95	70	-25
0007	3T	214	506	26	50600	54530	3930	0.05	1.08	89	96	7
0007	3T	215	375	11	37500	18960	-18540	0.03	0.51	66	33	-33
0007	3T	216	402	17	40200	48950	8750	0.04	1.22	71	86	15
0007	3T	231	190	2	19000	7800	-11200	0.01	0.41	33	13	-20
0007	3T	234	326	5	32600	19050	-13550	0.02	0.58	57	33	-24
0007	3T	235	266	4	26600	5600	-21000	0.02	0.21	47	9	-38
0007	3T	236	226	4	22600	19250	-3350	0.02	0.85	40	34	-6
0007	3T	241	118	3	11800	4600	-7200	0.03	0.39	20	8	-12
0007	3T	243	202	7	20200	17500	-2700	0.03	0.87	35	30	-5
0007	3T	245	147	2	14700	75080	60380	0.01	5.11	26	132	106
0007	3T	246	146	2	14600	3580	-11020	0.01	0.25	25	6	-19
0007	3T	251	91	0	9100	0	-9100	0.00	0.00	16	0	-16
0007	3T	253	110	2	11000	7680	-3320	0.02	0.70	19	13	-6
0007	3T	254	106	1	10600	3180	-7420	0.01	0.30	18	5	-13
0007	3T	256	101	1	10100	3240	-6860	0.01	0.32	17	5	-12
0007	3T	261	61	1	6100	5250	-850	0.02	0.86	10	9	-1
0007	3T	263	93	4	9300	11170	1870	0.04	1.20	16	19	3
0007	3T	264	67	2	6700	6280	-420	0.03	0.94	11	11	0
0007	3T	265	42	1	4200	8860	4660	0.02	2.11	7	15	8
0028	2T	15	1268	221	126800	128850	2050	0.17	1.02	224	228	4
0028	2T	16	1105	155	110500	115820	5320	0.14	1.05	195	204	9
0028	2T	21	131	6	13100	6230	-6870	0.05	0.48	23	11	-12
0028	2T	23	390	59	39000	35330	-3670	0.15	0.91	69	62	-7
0028	2T	24	202	16	20200	11380	-8820	0.08	0.56	35	20	-15
0028	2T	25	151	17	15100	15410	310	0.11	1.02	26	27	1
0028	2T	26	205	19	20500	15160	-5340	0.09	0.74	36	26	-10
0028	3F	123	14416	3588	1441600	1198090	-243510	0.25	0.83	2551	2120	-431
0028	3F	124	16780	3409	1678000	1252490	-425510	0.20	0.75	2969	2216	-753
0028	3F	125	5628	1054	562800	492410	-70390	0.19	0.87	996	871	-125
0028	3F	126	4856	702	485600	410740	-74860	0.14	0.85	859	726	-133
0028	3F	134	5125	1133	512500	392740	-119760	0.22	0.77	907	695	-212
0028	3F	135	2984	577	298400	228480	-69920	0.19	0.77	528	404	-124
0028	3F	136	2557	401	255700	184480	-71220	0.16	0.72	452	326	-126
0028	3F	145	1203	204	120300	84350	-35950	0.17	0.70	212	149	-63
0028	3F	146	915	122	91500	63240	-28260	0.13	0.69	161	111	-50
0028	3F	156	234	37	23400	18830	-4570	0.16	0.80	41	33	-8
0028	3F	234	75	12	7500	3900	-3600	0.16	0.52	13	6	-7
0028	3F	235	100	21	10000	6960	-3040	0.21	0.70	17	12	-5
0028	3F	236	100	8	10000	4390	-5610	0.08	0.44	17	7	-10
0028	3F	245	43	4	4300	1460	-2840	0.09	0.34	7	2	-5
0028	3F	246	44	5	4400	3340	-1060	0.11	0.76	7	5	-2
0028	3F	256	28	4	2800	1590	-1210	0.14	0.57	4	2	-2
0028	3T	123	14274	1553	1427400	1212320	-215080	0.11	0.85	2526	2145	-381
0028	3T	124	16700	1388	1670000	1259620	-410380	0.08	0.75	2955	2229	-726
0028	3T	125	5595	435	559500	539370	-20130	0.08	0.96	990	954	-36
0028	3T	126	4825	262	482500	426820	-55680	0.05	0.88	853	755	-98
0028	3T	132	89	10	8900	10630	1730	0.11	1.19	15	18	3
0028	3T	134	4503	427	450300	359060	-91240	0.09	0.80	796	635	-161
0028	3T	135	2925	232	292500	238390	-54110	0.08	0.82	517	421	-96
0028	3T	136	2515	167	251500	200640	-50860	0.07	0.80	445	355	-90
0028	3T	142	77	1	7700	790	-6910	0.01	0.10	13	1	-12
0028	3T	143	622	39	62200	51030	-11170	0.06	0.82	110	90	-20
0028	3T	145	1186	73	118600	93360	-25240	0.06	0.79	209	165	-44
0028	3T	146	901	51	90100	63580	-26520	0.06	0.71	159	112	-47
0028	3T	152	10	1	1000	750	-250	0.10	0.75	1	1	0
0028	3T	153	59	2	5900	10310	4410	0.03	1.75	10	18	8
0028	3T	154	17	1	1700	2940	1240	0.06	1.73	3	5	2
0028	3T	156	227	14	22700	27510	4810	0.06	1.21	40	48	8
0028	3T	162	2	0	200	0	-200	0.00	0.00	0	0	0
0028	3T	163	42	1	4200	2140	-2060	0.02	0.51	7	3	-4
0028	3T	164	14	1	1400	990	-410	0.07	0.71	2	1	-1
